processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBCMI3620-19	MG229622	10152583	HBG2688		Mined from GenBank, NCBI		BOLD:ACG7869	20	Arthropoda	69	Malacostraca	330	Isopoda	1644	Cirolanidae			27535	Bathynomus	27536	Bathynomus giganteus					A. Milne Edwards, 1879																				28.927	83.507							Nepal													
GBGL24144-19	DQ080505	9759433	IO-066		Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	113	Lepidoptera	583	Gracillariidae	762448	Acrocercopinae	50603	Acrocercops	170796	Acrocercops leucophaea					Meyrick, 1919																												Nepal													
GBITS19037-21	KR349437	13487710		KR349437	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	223587	Crossosomatales	223588	Staphyleaceae			254640	Staphylea	1096596	Staphylea emodi																																	Nepal													
GBITS32659-21	MH557907	13502927		MH557907	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	121216	Lamiales	121311	Lamiaceae			367509	Isodon	367513	Isodon lophanthoides					(Buch.-Ham. ex D. Don) H. Hara																			J. Cai et al. QTP_II08_T05-003183									Nepal													
GBITS34737-21	KY067689	13505005		KY067689	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	121216	Lamiales	121520	Scrophulariaceae			224515	Scrophularia	634791	Scrophularia pauciflora																								A:Stainton, Sykes & Williams 3191									Nepal													
GBITS43184-21	MH348255	13513452		MH348255	Mined from GenBank, NCBI			12	Magnoliophyta	44	Liliopsida	200	Poales	121156	Cyperaceae	499285	Caricoideae	121157	Carex	1101426	Carex rufulistolon																								E00424592									Nepal													
GBITS59246-21	MH348256	13546300		MH348256	Mined from GenBank, NCBI			12	Magnoliophyta	44	Liliopsida	200	Poales	121156	Cyperaceae	499285	Caricoideae	121157	Carex	1101426	Carex rufulistolon																								spm00005833									Nepal													
GBMIN104889-17	KR811359	8445271		KR811359	Mined from GenBank, NCBI		BOLD:ADJ8445	23	Mollusca	92	Gastropoda			1476	Planorbidae			5981	Indoplanorbis	29494	Indoplanorbis exustus					Deshayes, 1834																												Nepal													
GBMIN104890-17	KR811354	8445272		KR811354	Mined from GenBank, NCBI		BOLD:ADJ8445	23	Mollusca	92	Gastropoda			1476	Planorbidae			5981	Indoplanorbis	29494	Indoplanorbis exustus					Deshayes, 1834																												Nepal													
GBMIN104894-17	KR811345	8445276		KR811345	Mined from GenBank, NCBI		BOLD:ADJ8446	23	Mollusca	92	Gastropoda			1476	Planorbidae			5981	Indoplanorbis	29494	Indoplanorbis exustus					Deshayes, 1834																												Nepal													
GBMIN104899-17	KR811337	8445281		KR811337	Mined from GenBank, NCBI		BOLD:AAD4286	23	Mollusca	92	Gastropoda			1476	Planorbidae			5981	Indoplanorbis	29494	Indoplanorbis exustus					Deshayes, 1834																												Nepal													
GBML26493-19	KR811342	9717882			Mined from GenBank, NCBI		BOLD:ADJ8446	23	Mollusca	92	Gastropoda			1476	Planorbidae			5981	Indoplanorbis	29494	Indoplanorbis exustus					Deshayes, 1834																												Nepal													
GBML8518-19	KU376207	9684134	UGSB 7844	KU376207	Mined from GenBank, NCBI		BOLD:ADR5890	23	Mollusca	70	Bivalvia	952831	Sphaeriida	668	Sphaeriidae	762484	Sphaeriinae	348861	Pisidium	901305	Pisidium nevillianum																																	Nepal													
GBMNB4350-20	MG182228	11558773	N0898		Mined from GenBank, NCBI		BOLD:ACH5261	18	Chordata	77	Actinopterygii	243	Cypriniformes	1144	Cyprinidae	345121	Labeoninae	140776	Garra	983132	Garra sp. N0898																																	Nepal													
GBMNB4356-20	MG182234	11558779	NeT143		Mined from GenBank, NCBI		BOLD:AAV6830	18	Chordata	77	Actinopterygii	243	Cypriniformes	1144	Cyprinidae	345121	Labeoninae	140776	Garra	983138	Garra sp. NeT143																																	Nepal													
GBMNB9538-20	MN172275	11563961		MN172275	Mined from GenBank, NCBI		BOLD:AAZ3554	18	Chordata	77	Actinopterygii	243	Cypriniformes	1144	Cyprinidae	345121	Labeoninae	78213	Labeo	400162	Labeo boggut					Sykes, 1839																				28.5408	81.1734							Nepal													
GBMNB9544-20	MN172281	11563967		MN172281	Mined from GenBank, NCBI		BOLD:AAU2862	18	Chordata	77	Actinopterygii	243	Cypriniformes	1144	Cyprinidae	345133	Danioninae	153800	Devario	153801	Devario devario					Hamilton, 1822																				28.3599	81.2128							Nepal													
GBMNB9572-20	MN172309	11563995		MN172309	Mined from GenBank, NCBI		BOLD:ABA7419	18	Chordata	77	Actinopterygii	775026	Ovalentaria	757	Ambassidae			201355	Parambassis	758833	Parambassis lala																									28.3688	81.2047							Nepal													
GBMNB9581-20	MN172318	11564004		MN172318	Mined from GenBank, NCBI		BOLD:ACA8710	18	Chordata	77	Actinopterygii	249	Tetraodontiformes	1228	Tetraodontidae	669235	Tetraodontinae	751403	Leiodon	751404	Leiodon cutcutia																									28.3688	81.2047							Nepal													
GBMNB9626-20	MN178290	11564049		MN178290	Mined from GenBank, NCBI		BOLD:AAZ5053	18	Chordata	77	Actinopterygii	243	Cypriniformes	1144	Cyprinidae	346036	Cyprininae	390871	Chagunius	390872	Chagunius chagunio					Hamilton, 1822																				28.3599	81.2128							Nepal													
GBMNC39389-20	MN840143	12428584		MN840143	Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	133	Hemiptera	1293	Aleyrodidae	6345	Aleyrodinae	27395	Bemisia	27396	Bemisia tabaci					Gennadius, 1889																												Nepal													
GBMNC39415-20	MN840117	12428610		MN840117	Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	133	Hemiptera	1293	Aleyrodidae	6345	Aleyrodinae	27395	Bemisia	27396	Bemisia tabaci					Gennadius, 1889																												Nepal													
GBMNC63359-20	MN433191	12453232	IPRL Nepal_egena_colony 1	MN433191	Mined from GenBank, NCBI		BOLD:AEG0409	20	Arthropoda	82	Insecta	413	Coleoptera	1813	Chrysomelidae	5960	Criocerinae	310191	Lilioceris	1003981	Lilioceris egena																																	Nepal													
GBMNC63367-20	MN433183	12453240	IPRL Nepal_egena_colony 1	MN433183	Mined from GenBank, NCBI		BOLD:AEG0409	20	Arthropoda	82	Insecta	413	Coleoptera	1813	Chrysomelidae	5960	Criocerinae	310191	Lilioceris	1003981	Lilioceris egena																																	Nepal													
GBMNF27393-22	OL331077	15322035	NP2_14M	OL331077	Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	127	Diptera	1730	Culicidae	2142	Culicinae	6438	Aedes	81433	Aedes vittatus					Bigot, 1861																												Nepal													
GBMNF27398-22	OL348176	15322040	NP2_16S	OL348176	Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	127	Diptera	1730	Culicidae	2142	Culicinae	6438	Aedes	81433	Aedes vittatus					Bigot, 1861																												Nepal													
GBMNF27406-22	OL348170	15322048	NP2_10S	OL348170	Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	127	Diptera	1730	Culicidae	2142	Culicinae	6438	Aedes	169099	Aedes pseudotaeniatus					Giles, 1901																												Nepal													
GBMNF57323-22	OK480015	15437559	SMF bf_57A	OK480015	Mined from GenBank, NCBI			23	Mollusca	70	Bivalvia	948778	Unionida	580	Unionidae	732625	Parreysiinae	247012	Lamellidens	247013	Lamellidens marginalis					Lamarck, 1819																												Nepal													
GBMPL259-13	JN794498	3586026	UGSB 7510		Mined from GenBank, NCBI		BOLD:ACG4807	23	Mollusca	92	Gastropoda	312020	Hygrophila	853	Lymnaeidae			6042	Radix																Country data added by CBG collection curation - Aug 2020											27.453	87.7063							Nepal		Province Number 1											
GBPL12209-19	KR607223	9733874		KR607223	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	29038	Schistosomatidae			29039	Schistosoma	31599	Schistosoma spindale																																	Nepal													
GBPL12220-19	KR607215	9733885		KR607215	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	29038	Schistosomatidae			29039	Schistosoma	905753	Schistosoma cf. indicum																																	Nepal													
GBPL12223-19	KT022092	9733888		KT022092	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	29038	Schistosomatidae			29039	Schistosoma	905752	Schistosoma sp. RD-2016																																	Nepal													
GBPL12225-19	KT022096	9733890		KT022096	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	29038	Schistosomatidae			29039	Schistosoma	905752	Schistosoma sp. RD-2016																																	Nepal													
GBPL12228-19	KR607231	9733893		KR607231	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	29038	Schistosomatidae			29039	Schistosoma	31597	Schistosoma nasale																																	Nepal													
GBPL12232-19	KR607218	9733897		KR607218	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	29038	Schistosomatidae			29039	Schistosoma	905753	Schistosoma cf. indicum																																	Nepal													
GBPL12237-19	KR607222	9733902		KR607222	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	29038	Schistosomatidae			29039	Schistosoma	31599	Schistosoma spindale																																	Nepal													
GBPL12238-19	KR607224	9733903		KR607224	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	29038	Schistosomatidae			29039	Schistosoma	31599	Schistosoma spindale																																	Nepal													
GBPL12240-19	KR607226	9733905		KR607226	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	29038	Schistosomatidae			29039	Schistosoma	31599	Schistosoma spindale																																	Nepal													
GBVU4172-13	JQ933205	3713993	M.F. Watson et al. DNEP3 AY17 (E)	JQ933205	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	121204	Apiales	121260	Apiaceae			554584	Acronema	554585	Acronema tenerum					(DC.) Edgew.																		taxon:1205688										Nepal		Jorsale											
GBVU4199-13	JQ933234	3714020	M. Mikage et al. 9554260 (E)	JQ933234	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	35476	Asterales	100962	Asteraceae	151101	Asteroideae	121728	Bidens	555041	Bidens pilosa var. minor																							taxon:297358										Nepal		Koshi											
GBVU4208-13	JQ933244	3714029	M.F Watson et al. DNEP3 BX299 (E)	JQ933244	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	42252	Caryophyllales	100955	Caryophyllaceae			554615	Brachystemma	554616	Brachystemma calycinum					D. Don																		taxon:1205701										Nepal		Phakding											
GBVU4231-13	JQ933272	3714052	M. Mikage et al. 9552645 (E)	JQ933272	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	187	Fabales	891	Fabaceae			554655	Codoriocalyx	554656	Codoriocalyx motorius																							taxon:1205713										Nepal		Bagmati zone											
GBVU4251-13	JQ933293	3714072	M.F. Watson et al. 20817105 (E)	JQ933293	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	500149	Boraginales	121217	Boraginaceae	600655	Boraginoideae	121780	Cynoglossum	555267	Cynoglossum sp. CHSL-2012																							taxon:1205723										Nepal		Manaslu											
GBVU4385-13	JQ933443	3714206	O. Polunin et al. 5278 (E)	JQ933443	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	35476	Asterales	100962	Asteraceae			529498	Phagnalon	555930	Phagnalon niveum					Edgew.																		taxon:943705										Nepal		Mugu Khola											
GBVU4454-13	JQ933522	3714275	M.F. Watson et al. DNEP3 AY122 (E)	JQ933522	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	35476	Asterales	100962	Asteraceae			554592	Allardia	554593	Allardia glabra																							taxon:1205801										Nepal		Sagarmatha											
GBVU4455-13	JQ933523	3714276	O. Polunin et al. 5739 (E)	JQ933523	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	35476	Asterales	100962	Asteraceae			315016	Wedelia	556253	Wedelia montana					(Blume) Boerl.																		taxon:1205802										Nepal		Gad Rangchi											
GBVW109-13	JX087723	3714930	E:McBeath 1496	JX087723	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	203	Ranunculales	121255	Papaveraceae			291820	Meconopsis	557333	Meconopsis bella					Prain																		taxon:248827										Nepal													
GBVW171-13	JX087904	3714992	E:Bailey 1936June	JX087904	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	203	Ranunculales	121255	Papaveraceae			291820	Meconopsis	557335	Meconopsis chankheliensis																							taxon:1203038										Nepal													
ITSAI1966-14	FJ474553	4676654	D.G.Long 21099 (S: B68)	FJ474553	Mined from GenBank, NCBI			176192	Bryophyta	176410	Bryopsida	210668	Hypnales	410414	Amblystegiaceae			416882	Sarmentypnum	622919	Sarmentypnum exannulatum																							Sarmentypnum exannulatum										Nepal		East Nepal											
PGBMA6774-20	MK309712	11202135	N622		Mined from GenBank, NCBI			176192	Bryophyta	176410	Bryopsida	176411	Bryales	410491	Bryaceae			419344	Orthodontium	973116	Orthodontium lignicola														Nepal: Between Cholang Pati & Shin Gompa, Rasuwa District																			Nepal													
SARBC002-10	BC-RBP 3382	1356741		BC-RBP 3382	Museum Witt Muenchen			20	Arthropoda	82	Insecta	113	Lepidoptera	451	Saturniidae	93560	Salassinae	93561	Salassa	266741	Salassa belinda			Ron Brechlin				Paratype Salassa belinda			Czorba & Ronkay							Adult	M	S				PT		27.12	87.27			2900				Nepal	Eastern	Koshi	Terhathum area	Tinjure pedi									
SICOA1463-18	CCDB-30453-D02	9046097	USNMENT01453132		Smithsonian Institution, National Museum of Natural History		BOLD:ADP9954	20	Arthropoda	82	Insecta	413	Coleoptera	1052	Brentidae	6130	Apioninae	889015	Conapium	889363	Conapium clavipes			B. Korotiaev				Vouchered:Registered Collection	inv leg		Konstantinov, Lingafelter, Volkovitsh															28.297	83.8185							Nepal				Pokhara reg. Lumle Ag. Res. St.	3447365|3449279|3447460	http://www.boldsystems.org/pics/SICOA/CCDB-30453-D02L+1543870062.jpg|http://www.boldsystems.org/pics/SICOA/CCDB-30453-D02D+1544112600.jpg|http://www.boldsystems.org/pics/SICOA/CCDB-30453-D02F+1543869952.jpg	Lateral|Dorsal|Frontal	||	Smithsonian Institution|Smithsonian Institution|Smithsonian Institution	2018|2018|2018	CreativeCommons - Attribution|CreativeCommons - Attribution|CreativeCommons - Attribution	Smithsonian Institution|Smithsonian Institution|Smithsonian Institution	CBG Photography Group|CBG Photography Group|CBG Photography Group
SICOC1056-18	CCDB-32970-A11	9569459	USNMENT01522646		Smithsonian Institution, National Museum of Natural History		BOLD:ADS0852	20	Arthropoda	82	Insecta	413	Coleoptera	1813	Chrysomelidae	5899	Galerucinae	787493	Macrima					USNM Curators				Vouchered:Registered Collection	inv leg		Konstantinov, Lingafelter, Volkovitsh															27.79	85.2714			1730				Nepal				Dhunche-Kathmandu Rd. env. Ranipawa	3511153	http://www.boldsystems.org/pics/SICOC/CCDB-32970-A11+1551975360.jpg	Dorsal		Smithsonian Institution	2019	CreativeCommons - Attribution	Smithsonian Institution	CBG Photography Group
SICOD059-19	CCDB-34061-E11	10394771	USNMENT01523891		Smithsonian Institution, National Museum of Natural History			20	Arthropoda	82	Insecta	125	Hymenoptera	313889	Dryinidae									USNM Curators				Vouchered:Registered Collection	inv leg		G.Courtney						Malaise Trap		F							27.7167	83.05			200				Nepal				Kapilvaslu Dist. Tikkar camp, 5km N Gorusingi	3590628	http://www.boldsystems.org/pics/SICOD/CCDB-34061-E11+1567609194.jpg	Lateral		Smithsonian Institution	2019	CreativeCommons - Attribution	Smithsonian Institution	CBG Photography Group
SRCNC725-18	KMM0708	9362944	KMM0708	KMM0708	California Department for Food and Agriculture		BOLD:ADN0719	20	Arthropoda	82	Insecta	127	Diptera	1823	Syrphidae	5919	Eristalinae	7839	Criorhina	728594	Criorhina pallidipes										Hauser				Elevation: 2300 to 2500' 13.V.1997			adult	M											2300				Nepal		Solukhumbu, Oriental		above Nunthala									
ARAEH187-12	BIOUG02096-H08	2490621	BIOUG02096-H08		Research Collection of Ernst Heiss		BOLD:ABW3878	20	Arthropoda	82	Insecta	133	Hemiptera	199896	Aradidae	376925	Mezirinae	462273	Wuiessa	462274	Wuiessa longicornis			Ernst Heiss				museum voucher			R. Fouque, H. Fouque							A	F	S					Collected May 10-12 2007, 2500-2600 m					2600				Nepal		Gandaki		Manang, Timang, open forest	1570067	http://www.boldsystems.org/pics/ARAEH/bioug02096-h08+1332862560.jpg	Dorsal		CBG Photography Group	2012	CreativeCommons - Attribution	Centre for Biodiversity Genomics	CBG Photography Group
ASQSP255-08	BCLDQ0285	910314		BCLDQ0285	Research Collection of Donald Quicke			20	Arthropoda	82	Insecta	125	Hymenoptera																		M G Allen																			200				Nepal		Chitwan	Terai										
ASQSP259-08	BCLDQ0289	910318		BCLDQ0289	Research Collection of Donald Quicke			20	Arthropoda	82	Insecta	125	Hymenoptera																		M G Allen																			1500				Nepal		Kathmandu	Kathmandu										
ASQSQ468-09	BCLDQ1260	1256259	BCLDQ1260		Natural History Museum, London			20	Arthropoda	82	Insecta	125	Hymenoptera	527	Braconidae	79775	Rogadinae	79776	Aleiodes					Donald L. J. Quicke														A																Nepal		Kathmandu											
BBWP185-09	0115-NEP	1157881	NP00115	596H06-0115-NEP	Naturkundemuseum Erfurt			20	Arthropoda	82	Insecta	125	Hymenoptera											Paul H. Williams							F. Creutzburg							A	F	S						29.4667	82.1	label		3650				Nepal													
BENT263-09	BR_Ge_MTc_1	1218542	USNM:267020		Smithsonian Institution, National Museum of Natural History		BOLD:AAX4493	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191031	Melanochelys	253614	Melanochelys tricarinata					BLYTH 1856					Mitchell and Zug																			200				Nepal	Central	Narayani	Chitwan , Sauraha	Royal Chitwan National Park									
COCUZ633-18	UHIM.ms6045	9394849	UHIM.ms6045	FF15Np001ME	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	79336	Bactrocera zonata			Luc Leblanc		Saunders, 1842					B. Bhandari							Adult	M	S				Lure: methyl eugenol		27.5888	83.7149							Nepal				Ramnagar, Nawalparasi									
COCUZ640-18	UHIM.ms6053	9394856	UHIM.ms6053	FF15Np001ME	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	79336	Bactrocera zonata			Luc Leblanc		Saunders, 1842					B. Bhandari							Adult	M	S				Lure: methyl eugenol		27.5888	83.7149							Nepal				Ramnagar, Nawalparasi									
DACIN2010-20	UHIM.ms07805	12230162	UHIM.ms07805	FFNp031	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	79338	Dacus	994709	Dacus feijeni			Luc Leblanc							L. Leblanc & B. Bhandari				Collection Date: 11-17 June 2017			Adult		S						27.9491	84.396			810				Nepal				Bandipur NARC Station									
DACIN2483-20	UHIM.ms08979	12230635	UHIM.ms08979	FF15Np002	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	78904	Bactrocera dorsalis			Luc Leblanc		Hendel, 1912					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult	M	S						27.5909	83.7209			128.2				Nepal				Ramnagar, Nawalparasi									
